"auth","sim_num","pw","pm"
"Láudria/Yunne",38,16,19
"Láudria/Yunne",39,19,16
"Láudria/Yunne",40,17,18
"Láudria/Yunne",41,18,17
"Láudria/Yunne",42,16,19
"Láudria/Yunne",43,19,16
"Láudria/Yunne",44,16,19
"Láudria/Yunne",45,20,15
"Láudria/Yunne",46,21,14
"Láudria/Yunne",47,19,16
"Láudria/Yunne",48,20,15
"Láudria/Yunne",49,19,16
"Láudria/Yunne",50,17,18
"Láudria/Yunne",51,17,18
"Láudria/Yunne",52,15,20
"Láudria/Yunne",53,19,16
"Láudria/Yunne",54,21,14
"Láudria/Yunne",55,17,18
"Láudria/Yunne",56,17,18
"Láudria/Yunne",57,16,19
"Láudria/Yunne",58,17,18
"Láudria/Yunne",59,16,19
"Láudria/Yunne",60,17,18
"Láudria/Yunne",61,18,17
"Láudria/Yunne",62,15,20
"Láudria/Yunne",63,15,20
"Láudria/Yunne",64,18,17
"Láudria/Yunne",65,18,17
"Láudria/Yunne",66,17,18
"Láudria/Yunne",67,18,17
"Láudria/Yunne",68,16,19
"Láudria/Yunne",69,19,16
"Láudria/Yunne",70,16,19
"Láudria/Yunne",71,16,19
"Láudria/Yunne",72,20,15
"Láudria/Yunne",73,17,18
"Láudria/Yunne",74,17,18
"Láudria/Yunne",75,19,16
"Láudria/Yunne",76,15,20
"Láudria/Yunne",77,15,20
"Láudria/Yunne",78,18,17
"Láudria/Yunne",79,16,19
"Láudria/Yunne",80,16,19
"Láudria/Yunne",81,17,18
"Láudria/Yunne",82,16,19
"Láudria/Yunne",83,19,16
"Láudria/Yunne",84,17,18
"Láudria/Yunne",85,19,16
"Láudria/Yunne",86,16,19
"Láudria/Yunne",87,19,16
"Láudria/Yunne",88,17,18
"Láudria/Yunne",89,19,16
"Láudria/Yunne",90,19,16
"Láudria/Yunne",91,17,18
"Láudria/Yunne",92,16,19
"Láudria/Yunne",93,19,16
"Láudria/Yunne",94,17,18
"Láudria/Yunne",95,18,17
"Láudria/Yunne",96,17,18
"Láudria/Yunne",97,16,19
"Láudria/Yunne",98,18,17
"Láudria/Yunne",99,20,15
"Láudria/Yunne",100,20,15
"Maria/Denilze",1,19,16
"Maria/Denilze",2,19,16
"Maria/Denilze",3,16,19
"Maria/Denilze",4,19,16
"Maria/Denilze",5,19,16
"Maria/Denilze",6,16,19
"Maria/Denilze",7,17,18
"Maria/Denilze",8,16,19
"Maria/Denilze",9,18,17
"Maria/Denilze",10,14,21
"Maria/Denilze",11,15,20
"Maria/Denilze",12,19,16
"Maria/Denilze",13,18,17
"Maria/Denilze",14,17,18
"Maria/Denilze",15,17,18
"Maria/Denilze",16,18,17
"Maria/Denilze",17,14,21
"Maria/Denilze",18,19,16
"Maria/Denilze",19,21,14
"Maria/Denilze",20,16,19
"Maria/Denilze",21,17,18
"Maria/Denilze",22,19,16
"Maria/Denilze",23,16,19
"Maria/Denilze",24,17,18
"Maria/Denilze",25,18,17
"Maria/Denilze",26,20,15
"Maria/Denilze",27,20,15
"Maria/Denilze",28,17,18
"Maria/Denilze",29,15,20
"Maria/Denilze",30,18,17
"Maria/Denilze",31,18,17
"Maria/Denilze",32,18,17
"Maria/Denilze",33,19,16
"Maria/Denilze",34,17,18
"Maria/Denilze",35,14,21
"Maria/Denilze",36,18,17
"Maria/Denilze",37,19,16
"Maria/Denilze",38,22,13
"Maria/Denilze",39,19,16
"Maria/Denilze",40,17,18
"Maria/Denilze",41,19,16
"Maria/Denilze",42,16,19
"Maria/Denilze",43,19,16
"Maria/Denilze",44,17,18
"Maria/Denilze",45,15,20
"Maria/Denilze",46,21,14
"Maria/Denilze",47,19,16
"Maria/Denilze",48,18,17
"Maria/Denilze",49,16,19
"Maria/Denilze",50,19,16
"Maria/Denilze",51,15,20
"Maria/Denilze",52,19,16
"Maria/Denilze",53,15,20
"Maria/Denilze",54,20,15
"Maria/Denilze",55,17,18
"Maria/Denilze",56,19,16
"Maria/Denilze",57,19,16
"Maria/Denilze",58,15,20
"Maria/Denilze",59,18,17
"Maria/Denilze",60,16,19
"Maria/Denilze",61,16,19
"Maria/Denilze",62,17,18
"Maria/Denilze",63,17,18
"Maria/Denilze",64,16,19
"Maria/Denilze",65,18,17
"Maria/Denilze",66,20,15
"Maria/Denilze",67,17,18
"Maria/Denilze",68,18,17
"Maria/Denilze",69,18,17
"Maria/Denilze",70,16,19
"Maria/Denilze",71,18,17
"Maria/Denilze",72,17,18
"Maria/Denilze",73,18,17
"Maria/Denilze",74,15,20
"Maria/Denilze",75,20,15
"Maria/Denilze",76,17,18
"Maria/Denilze",77,16,19
"Maria/Denilze",78,19,16
"Maria/Denilze",79,20,15
"Maria/Denilze",80,16,19
"Maria/Denilze",81,15,20
"Maria/Denilze",82,16,19
"Maria/Denilze",83,19,16
"Maria/Denilze",84,16,19
"Maria/Denilze",85,15,20
"Maria/Denilze",86,18,17
"Maria/Denilze",87,16,19
"Maria/Denilze",88,18,17
"Maria/Denilze",89,17,18
"Maria/Denilze",90,18,17
"Maria/Denilze",91,19,16
"Maria/Denilze",92,16,19
"Maria/Denilze",93,19,16
"Maria/Denilze",94,18,17
"Maria/Denilze",95,16,19
"Maria/Denilze",96,18,17
"Maria/Denilze",97,17,18
"Maria/Denilze",98,16,19
"Maria/Denilze",99,18,17
"Maria/Denilze",100,16,19
"Marília",1,15,20
"Marília",2,20,15
"Marília",3,18,17
"Marília",4,20,15
"Marília",5,18,17
"Marília",6,18,17
"Marília",7,16,19
"Marília",8,18,17
"Marília",9,16,19
"Marília",10,16,19
"Marília",11,21,14
"Marília",12,18,17
"Marília",13,19,16
"Marília",14,18,17
"Marília",15,17,18
"Marília",16,16,19
"Marília",17,21,14
"Marília",18,17,18
"Marília",19,15,20
"Marília",20,16,19
"Marília",21,17,18
"Marília",22,17,18
"Marília",23,17,18
"Marília",24,17,18
"Marília",25,18,17
"Marília",26,19,16
"Marília",27,15,20
"Marília",28,16,19
"Marília",29,17,18
"Marília",30,15,20
"Marília",31,16,19
"Marília",32,18,17
"Marília",33,19,16
"Marília",34,18,17
"Marília",35,16,19
"Marília",36,18,17
"Marília",37,18,17
"Marília",38,16,19
"Marília",39,17,18
"Marília",40,16,19
"Marília",41,19,16
"Marília",42,19,16
"Marília",43,16,19
"Marília",44,17,18
"Marília",45,18,17
"Marília",46,15,20
"Marília",47,16,19
"Marília",48,19,16
"Marília",49,18,17
"Marília",50,19,16
"Marília",51,18,17
"Marília",52,19,16
"Marília",53,17,18
"Marília",54,16,19
"Marília",55,17,18
"Marília",56,20,15
"Marília",57,19,16
"Marília",58,19,16
"Marília",59,15,20
"Marília",60,19,16
"Marília",61,19,16
"Marília",62,20,15
"Marília",63,17,18
"Marília",64,17,18
"Marília",65,18,17
"Marília",66,18,17
"Marília",67,18,17
"Marília",68,19,16
"Marília",69,18,17
"Marília",70,18,17
"Marília",71,20,15
"Marília",72,18,17
"Marília",73,17,18
"Marília",74,19,16
"Marília",75,19,16
"Marília",76,18,17
"Marília",77,18,17
"Marília",78,20,15
"Marília",79,15,20
"Marília",80,17,18
"Marília",81,17,18
"Marília",82,17,18
"Marília",83,20,15
"Marília",84,18,17
"Marília",85,16,19
"Marília",86,20,15
"Marília",87,16,19
"Marília",88,17,18
"Marília",89,17,18
"Marília",90,16,19
"Marília",91,17,18
"Marília",92,18,17
"Marília",93,18,17
"Marília",94,19,16
"Marília",95,16,19
"Marília",96,16,19
"Marília",97,18,17
"Marília",98,17,18
"Marília",99,18,17
"Marília",100,15,20
"Rafaela/Marline",1,16,19
"Rafaela/Marline",2,17,18
"Rafaela/Marline",3,18,17
"Rafaela/Marline",4,16,19
"Rafaela/Marline",5,13,22
"Rafaela/Marline",6,17,18
"Rafaela/Marline",7,19,16
"Rafaela/Marline",8,17,18
"Rafaela/Marline",9,16,19
"Rafaela/Marline",10,16,19
"Rafaela/Marline",11,21,14
"Rafaela/Marline",12,17,18
"Rafaela/Marline",13,19,16
"Rafaela/Marline",14,17,18
"Rafaela/Marline",15,17,18
"Rafaela/Marline",16,19,16
"Rafaela/Marline",17,18,17
"Rafaela/Marline",18,15,20
"Rafaela/Marline",19,19,16
"Rafaela/Marline",20,17,18
"Rafaela/Marline",21,16,19
"Rafaela/Marline",22,19,16
"Rafaela/Marline",23,18,17
"Rafaela/Marline",24,17,18
"Rafaela/Marline",25,17,18
"Rafaela/Marline",26,17,18
"Rafaela/Marline",27,18,17
"Rafaela/Marline",28,17,18
"Rafaela/Marline",29,18,17
"Rafaela/Marline",30,19,16
"Rafaela/Marline",31,17,18
"Rafaela/Marline",32,14,21
"Rafaela/Marline",33,18,17
"Rafaela/Marline",34,17,18
"Rafaela/Marline",35,17,18
"Rafaela/Marline",36,18,17
"Rafaela/Marline",37,15,20
"Rafaela/Marline",38,19,16
"Rafaela/Marline",39,18,17
"Rafaela/Marline",40,15,20
"Rafaela/Marline",41,16,19
"Rafaela/Marline",42,19,16
"Rafaela/Marline",43,15,20
"Rafaela/Marline",44,16,19
"Rafaela/Marline",45,19,16
"Rafaela/Marline",46,17,18
"Rafaela/Marline",47,16,19
"Rafaela/Marline",48,16,19
"Rafaela/Marline",49,16,19
"Rafaela/Marline",50,17,18
"Rafaela/Marline",51,17,18
"Rafaela/Marline",52,18,17
"Rafaela/Marline",53,18,17
"Rafaela/Marline",54,17,18
"Rafaela/Marline",55,17,18
"Rafaela/Marline",56,19,16
"Rafaela/Marline",57,15,20
"Rafaela/Marline",58,17,18
"Rafaela/Marline",59,18,17
"Rafaela/Marline",60,16,19
"Rafaela/Marline",61,18,17
"Rafaela/Marline",62,18,17
"Rafaela/Marline",63,15,20
"Rafaela/Marline",64,19,16
"Rafaela/Marline",65,18,17
"Rafaela/Marline",66,18,17
"Rafaela/Marline",67,17,18
"Rafaela/Marline",68,17,18
"Rafaela/Marline",69,17,18
"Rafaela/Marline",70,16,19
"Rafaela/Marline",71,14,21
"Rafaela/Marline",72,16,19
"Rafaela/Marline",73,18,17
"Rafaela/Marline",74,17,18
"Rafaela/Marline",75,19,16
"Rafaela/Marline",76,18,17
"Rafaela/Marline",77,19,16
"Rafaela/Marline",78,16,19
"Rafaela/Marline",79,19,16
"Rafaela/Marline",80,17,18
"Rafaela/Marline",81,16,19
"Rafaela/Marline",82,17,18
"Rafaela/Marline",83,19,17
"Rafaela/Marline",84,16,19
"Rafaela/Marline",85,19,16
"Rafaela/Marline",86,18,17
"Rafaela/Marline",87,18,17
"Rafaela/Marline",88,16,19
"Rafaela/Marline",89,18,17
"Rafaela/Marline",90,16,19
"Rafaela/Marline",91,18,17
"Rafaela/Marline",92,21,14
"Rafaela/Marline",93,18,17
"Rafaela/Marline",94,17,18
"Rafaela/Marline",95,16,19
"Rafaela/Marline",96,18,17
"Rafaela/Marline",97,17,16
"Rafaela/Marline",98,19,16
"Rafaela/Marline",99,15,20
"Rafaela/Marline",100,15,20
"Seu Nome / Nome do Parceiro",1,19,16
"Seu Nome / Nome do Parceiro",2,15,20
"Seu Nome / Nome do Parceiro",3,18,17
"Seu Nome / Nome do Parceiro",4,16,19
"Seu Nome / Nome do Parceiro",5,18,17
"Seu Nome / Nome do Parceiro",6,17,18
"Seu Nome / Nome do Parceiro",7,19,16
"Seu Nome / Nome do Parceiro",8,20,15
"Seu Nome / Nome do Parceiro",9,18,17
"Seu Nome / Nome do Parceiro",10,16,19
"Seu Nome / Nome do Parceiro",11,15,20
"Seu Nome / Nome do Parceiro",12,18,17
"Seu Nome / Nome do Parceiro",13,19,16
"Seu Nome / Nome do Parceiro",14,16,19
"Seu Nome / Nome do Parceiro",15,19,16
"Seu Nome / Nome do Parceiro",16,19,16
"Seu Nome / Nome do Parceiro",17,21,14
"Seu Nome / Nome do Parceiro",18,21,14
"Seu Nome / Nome do Parceiro",19,17,18
"Seu Nome / Nome do Parceiro",20,20,15
"Seu Nome / Nome do Parceiro",21,17,18
"Seu Nome / Nome do Parceiro",22,20,15
"Seu Nome / Nome do Parceiro",23,16,19
"Seu Nome / Nome do Parceiro",24,17,18
"Seu Nome / Nome do Parceiro",25,17,18
"Seu Nome / Nome do Parceiro",26,16,19
"Seu Nome / Nome do Parceiro",27,15,20
"Seu Nome / Nome do Parceiro",28,19,16
"Seu Nome / Nome do Parceiro",29,19,16
"Seu Nome / Nome do Parceiro",30,18,17
"Seu Nome / Nome do Parceiro",31,18,17
"Seu Nome / Nome do Parceiro",32,16,19
"Seu Nome / Nome do Parceiro",33,19,16
"Seu Nome / Nome do Parceiro",34,16,19
"Seu Nome / Nome do Parceiro",35,16,19
"Seu Nome / Nome do Parceiro",36,17,18
"Seu Nome / Nome do Parceiro",37,15,20
"Seu Nome / Nome do Parceiro",38,15,20
"Seu Nome / Nome do Parceiro",39,18,17
"Seu Nome / Nome do Parceiro",40,18,17
"Seu Nome / Nome do Parceiro",41,15,20
"Seu Nome / Nome do Parceiro",42,17,18
"Seu Nome / Nome do Parceiro",43,17,18
"Seu Nome / Nome do Parceiro",44,18,17
"Seu Nome / Nome do Parceiro",45,19,16
"Seu Nome / Nome do Parceiro",46,18,17
"Seu Nome / Nome do Parceiro",47,17,18
"Seu Nome / Nome do Parceiro",48,16,19
"Seu Nome / Nome do Parceiro",49,19,16
"Seu Nome / Nome do Parceiro",50,20,15
"Seu Nome / Nome do Parceiro",51,16,19
"Seu Nome / Nome do Parceiro",52,16,19
"Seu Nome / Nome do Parceiro",53,18,17
"Seu Nome / Nome do Parceiro",54,16,19
"Seu Nome / Nome do Parceiro",55,18,17
"Seu Nome / Nome do Parceiro",56,17,18
"Seu Nome / Nome do Parceiro",57,20,15
"Seu Nome / Nome do Parceiro",58,18,17
"Seu Nome / Nome do Parceiro",59,16,19
"Seu Nome / Nome do Parceiro",60,16,19
"Seu Nome / Nome do Parceiro",61,18,17
"Seu Nome / Nome do Parceiro",62,15,20
"Seu Nome / Nome do Parceiro",63,20,15
"Seu Nome / Nome do Parceiro",64,15,20
"Seu Nome / Nome do Parceiro",65,19,16
"Seu Nome / Nome do Parceiro",66,19,16
"Seu Nome / Nome do Parceiro",67,19,16
"Seu Nome / Nome do Parceiro",68,15,20
"Seu Nome / Nome do Parceiro",69,15,20
"Seu Nome / Nome do Parceiro",70,20,15
"Seu Nome / Nome do Parceiro",71,15,20
"Seu Nome / Nome do Parceiro",72,17,18
"Seu Nome / Nome do Parceiro",73,16,19
"Seu Nome / Nome do Parceiro",74,15,20
"Seu Nome / Nome do Parceiro",75,17,18
"Seu Nome / Nome do Parceiro",76,17,18
"Seu Nome / Nome do Parceiro",77,19,16
"Seu Nome / Nome do Parceiro",78,20,15
"Seu Nome / Nome do Parceiro",79,16,19
"Seu Nome / Nome do Parceiro",80,15,20
"Seu Nome / Nome do Parceiro",81,16,19
"Seu Nome / Nome do Parceiro",82,16,19
"Seu Nome / Nome do Parceiro",83,15,20
"Seu Nome / Nome do Parceiro",84,17,18
"Seu Nome / Nome do Parceiro",85,17,18
"Seu Nome / Nome do Parceiro",86,18,17
"Seu Nome / Nome do Parceiro",87,15,20
"Seu Nome / Nome do Parceiro",88,13,22
"Seu Nome / Nome do Parceiro",89,18,17
"Seu Nome / Nome do Parceiro",90,15,20
"Seu Nome / Nome do Parceiro",91,18,17
"Seu Nome / Nome do Parceiro",92,18,17
"Seu Nome / Nome do Parceiro",93,17,18
"Seu Nome / Nome do Parceiro",94,18,17
"Seu Nome / Nome do Parceiro",95,18,17
"Seu Nome / Nome do Parceiro",96,17,18
"Seu Nome / Nome do Parceiro",97,16,19
"Seu Nome / Nome do Parceiro",98,18,17
"Seu Nome / Nome do Parceiro",99,17,18
"Seu Nome / Nome do Parceiro",100,15,20
"Derick/Ricardo",1,16,19
"Derick/Ricardo",2,20,15
"Derick/Ricardo",3,18,17
"Derick/Ricardo",4,21,14
"Derick/Ricardo",5,13,22
"Derick/Ricardo",6,15,20
"Derick/Ricardo",7,18,16
"Derick/Ricardo",8,22,13
"Derick/Ricardo",9,12,23
"Derick/Ricardo",10,19,16
"Derick/Ricardo",11,16,18
"Derick/Ricardo",12,11,18
"Derick/Ricardo",13,13,24
"Derick/Ricardo",14,16,19
"Derick/Ricardo",15,24,13
"Derick/Ricardo",16,17,18
"Derick/Ricardo",17,19,16
"Derick/Ricardo",18,15,20
"Derick/Ricardo",19,18,17
"Derick/Ricardo",20,20,11
"Derick/Ricardo",21,16,19
"Derick/Ricardo",22,11,18
"Derick/Ricardo",23,13,22
"Derick/Ricardo",24,19,16
"Derick/Ricardo",25,0,0
"Derick/Ricardo",26,15,20
"Derick/Ricardo",27,0,0
"Derick/Ricardo",28,0,0
"Derick/Ricardo",29,0,0
"Derick/Ricardo",30,0,0
"Derick/Ricardo",31,18,17
"Derick/Ricardo",32,16,19
"Derick/Ricardo",33,18,0
"Derick/Ricardo",34,0,0
"Derick/Ricardo",35,0,0
"Derick/Ricardo",36,20,15
"Derick/Ricardo",37,0,0
"Derick/Ricardo",38,0,0
"Derick/Ricardo",39,0,0
"Derick/Ricardo",40,18,17
"Derick/Ricardo",41,0,0
"Derick/Ricardo",42,0,0
"Derick/Ricardo",43,0,0
"Derick/Ricardo",44,0,0
"Derick/Ricardo",45,0,0
"Derick/Ricardo",46,0,0
"Derick/Ricardo",47,0,0
"Derick/Ricardo",48,0,0
"Derick/Ricardo",49,0,0
"Derick/Ricardo",50,0,0
"Derick/Ricardo",51,0,0
"Derick/Ricardo",52,0,0
"Derick/Ricardo",53,0,0
"Derick/Ricardo",54,0,0
"Derick/Ricardo",55,0,0
"Derick/Ricardo",56,0,0
"Derick/Ricardo",57,0,0
"Derick/Ricardo",58,0,0
"Derick/Ricardo",59,0,0
"Derick/Ricardo",60,0,0
"Derick/Ricardo",61,0,0
"Derick/Ricardo",62,0,0
"Derick/Ricardo",63,0,0
"Derick/Ricardo",64,0,0
"Derick/Ricardo",65,0,0
"Derick/Ricardo",66,0,0
"Derick/Ricardo",67,0,0
"Derick/Ricardo",68,0,0
"Derick/Ricardo",69,0,0
"Derick/Ricardo",70,0,0
"Derick/Ricardo",71,0,0
"Derick/Ricardo",72,0,0
"Derick/Ricardo",73,18,17
"Derick/Ricardo",74,0,0
"Derick/Ricardo",75,0,0
"Derick/Ricardo",76,0,0
"Derick/Ricardo",77,0,0
"Derick/Ricardo",78,0,0
"Derick/Ricardo",79,0,0
"Derick/Ricardo",80,0,0
"Derick/Ricardo",81,0,0
"Derick/Ricardo",82,0,0
"Derick/Ricardo",83,0,0
"Derick/Ricardo",84,0,0
"Derick/Ricardo",85,0,0
"Derick/Ricardo",86,0,0
"Derick/Ricardo",87,0,0
"Derick/Ricardo",88,0,0
"Derick/Ricardo",89,0,0
"Derick/Ricardo",90,17,18
"Derick/Ricardo",91,0,0
"Derick/Ricardo",92,0,0
"Derick/Ricardo",93,20,15
"Derick/Ricardo",94,0,0
"Derick/Ricardo",95,0,0
"Derick/Ricardo",96,0,0
"Derick/Ricardo",97,0,0
"Derick/Ricardo",98,0,0
"Derick/Ricardo",99,15,20
"Derick/Ricardo",100,24,11
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",1,11,24
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",2,12,23
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",3,13,22
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",4,14,21
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",5,15,20
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",6,16,19
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",7,17,18
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",8,18,17
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",9,19,16
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",10,20,15
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",11,21,14
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",12,22,13
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",13,23,12
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",14,24,11
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",15,11,24
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",16,12,23
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",17,13,22
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",18,14,21
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",19,15,20
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",20,16,19
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",21,17,18
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",22,18,17
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",23,19,16
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",24,20,15
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",25,21,14
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",26,22,13
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",27,23,12
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",28,24,11
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",29,11,24
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",30,12,23
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",31,13,22
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",32,14,21
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",33,15,20
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",34,16,19
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",35,17,18
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",36,18,17
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",37,19,16
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",38,20,15
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",39,21,14
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",40,22,13
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",41,23,12
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",42,24,11
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",43,11,24
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",44,12,23
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",45,13,22
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",46,14,21
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",47,15,20
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",48,16,19
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",49,17,18
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",50,18,17
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",51,19,16
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",52,20,15
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",53,21,14
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",54,22,13
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",55,23,12
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",56,24,11
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",57,11,24
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",58,12,23
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",59,13,22
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",60,14,21
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",61,15,20
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",62,16,19
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",63,17,18
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",64,18,17
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",65,19,16
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",66,20,15
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",67,21,14
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",68,22,13
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",69,23,12
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",70,24,11
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",71,11,24
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",72,12,23
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",73,13,22
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",74,14,21
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",75,15,20
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",76,16,19
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",77,17,18
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",78,18,17
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",79,19,16
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",80,20,15
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",81,21,14
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",82,22,13
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",83,23,12
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",84,24,11
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",85,11,24
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",86,12,23
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",87,13,22
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",88,14,21
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",89,15,20
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",90,16,19
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",91,17,18
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",92,18,17
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",93,19,16
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",94,20,15
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",95,21,14
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",96,22,13
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",97,23,12
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",98,24,11
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",99,11,24
"Rodrigo Delgado a57748 e Roberto Bonfim a60630",100,12,23
"Ruben",1,16,19
"Ruben",2,19,16
"Ruben",3,16,19
"Ruben",4,15,20
"Ruben",5,16,19
"Ruben",6,19,16
"Ruben",7,18,17
"Ruben",8,16,19
"Ruben",9,17,18
"Ruben",10,18,17
"Ruben",11,15,20
"Ruben",12,13,22
"Ruben",13,15,20
"Ruben",14,18,17
"Ruben",15,18,17
"Ruben",16,18,17
"Ruben",17,17,18
"Ruben",18,17,18
"Ruben",19,15,20
"Ruben",20,21,14
"Ruben",21,17,18
"Ruben",22,19,16
"Ruben",23,19,16
"Ruben",24,17,18
"Ruben",25,17,18
"Ruben",26,17,18
"Ruben",27,14,21
"Ruben",28,17,18
"Ruben",29,18,17
"Ruben",30,17,18
"Ruben",31,18,17
"Ruben",32,15,20
"Ruben",33,18,17
"Ruben",34,17,18
"Ruben",35,20,15
"Ruben",36,18,17
"Ruben",37,17,18
"Ruben",38,16,19
"Ruben",39,19,16
"Ruben",40,17,18
"Ruben",41,18,17
"Ruben",42,16,19
"Ruben",43,17,18
"Ruben",44,17,18
"Ruben",45,17,18
"Ruben",46,20,15
"Ruben",47,17,18
"Ruben",48,20,15
"Ruben",49,20,15
"Ruben",50,17,18
"Ruben",51,18,17
"Ruben",52,16,19
"Ruben",53,18,17
"Ruben",54,14,21
"Ruben",55,16,19
"Ruben",56,18,17
"Ruben",57,18,17
"Ruben",58,20,15
"Ruben",59,17,18
"Ruben",60,19,16
"Ruben",61,18,17
"Ruben",62,19,16
"Ruben",63,18,17
"Ruben",64,17,18
"Ruben",65,17,18
"Ruben",66,19,16
"Ruben",67,18,17
"Ruben",68,19,16
"Ruben",69,18,17
"Ruben",70,19,16
"Ruben",71,19,16
"Ruben",72,19,16
"Ruben",73,18,17
"Ruben",74,18,17
"Ruben",75,17,18
"Ruben",76,18,17
